mesh_code,second,sixth,latest,latest_single
50322701,0,0,0,0
50322710,0,0,0,0
50322711,0,0,0,0
50323700,0,0,0,0
50323701,0,0,0,0
50323710,0,0,0,0
50323711,0,0,0,0
50324700,0,0,0,0
50324701,0,0,0,0
50324710,0,0,0,0
50324711,0,0,0,0
50325700,0,0,0,0
50325701,0,0,0,0
50325710,0,0,0,0
50325711,0,0,0,0
50326700,0,0,0,0
50326701,0,0,0,0
50326710,0,0,0,0
50326711,0,0,0,0
50327700,0,0,0,0
50327701,0,0,0,0
50327710,0,0,0,0
50327711,0,0,0,0
50330000,0,0,0,0
50330001,0,0,0,0
50330010,0,0,0,0
50330011,0,0,0,0
50331000,0,0,0,0
50331001,0,0,0,0
50331010,0,0,0,0
50331011,0,0,0,0
50332000,0,0,0,0
50332001,0,0,0,0
50332010,0,0,0,0
50332011,0,0,0,0
50333000,0,0,0,0
50333001,0,0,0,0
50333010,0,0,0,0
50333011,0,0,0,0
50334000,0,0,0,0
50334001,0,0,0,0
50334010,0,0,0,0
50334011,0,0,0,0
50335000,0,0,0,0
50335001,0,0,0,0
50335010,0,0,0,0
50335011,0,0,0,0
50336000,0,0,0,0
50336001,0,0,0,0
50336010,0,0,0,0
50336011,0,0,0,0
50337000,0,0,0,0
50337001,0,0,0,0
50337010,0,0,0,0
50337011,0,0,0,0
50330100,0,0,0,0
50330101,0,0,0,0
50330110,0,0,0,0
50330111,0,0,0,0
50331100,0,0,0,0
50331101,0,0,0,0
50331110,0,0,0,0
50331111,0,0,0,0
50332100,0,0,0,0
50332101,0,0,0,0
50332110,0,0,0,0
50332111,0,0,0,0
50333100,0,0,0,0
50333101,0,0,0,0
50333110,0,0,0,0
50333111,0,0,0,0
50334100,0,0,0,0
50334101,0,0,0,0
50334110,0,0,0,0
50334111,0,0,0,0
50335100,0,0,0,0
50335101,0,0,0,0
50335110,0,0,0,0
50335111,0,0,0,0
50336100,0,0,0,0
50336101,0,0,0,0
50336110,0,0,0,0
50336111,0,0,0,0
50337100,0,0,0,0
50337101,0,0,0,0
50337111,0,0,0,0
50330200,0,0,0,0
50330201,0,0,0,0
50330210,0,0,0,0
50330211,0,0,0,0
50331200,0,0,0,0
50331201,0,0,0,0
50331210,0,0,0,0
50331211,0,0,0,0
50332200,0,0,0,0
50332201,0,0,0,0
50332210,0,0,0,0
50332211,0,0,0,0
50333200,0,0,0,0
50333201,0,0,0,0
50333210,0,0,0,0
50333211,0,0,0,0
50334200,0,0,0,0
50334201,0,0,0,0
50334210,0,0,0,0
50334211,0,0,0,0
50335200,0,0,0,0
50335201,0,0,0,0
50335210,0,0,0,0
50335211,0,0,0,0
50336200,0,0,0,0
50336201,0,0,0,0
50336210,0,0,0,0
50336211,0,0,0,0
50337200,0,0,0,0
50337201,0,0,0,0
50337210,0,0,0,0
50337211,0,0,0,0
50330310,0,0,0,0
50330311,0,0,0,0
50331300,0,0,0,0
50331301,0,0,0,0
50331310,0,0,0,0
50331311,0,0,0,0
50332300,0,0,0,0
50332301,0,0,0,0
50332310,0,0,0,0
50332311,0,0,0,0
50333300,0,0,0,0
50333301,0,0,0,0
50333310,0,0,0,0
50333311,0,0,0,0
50334300,0,0,0,0
50334301,0,0,0,0
50334310,0,0,0,0
50334311,0,0,0,0
50335300,0,0,0,0
50335301,0,0,0,0
50335310,0,0,0,0
50335311,0,0,0,0
50336300,0,0,0,0
50336301,0,0,0,0
50336310,0,1,0,0
50336311,0,0,0,0
50337300,0,0,0,0
50337301,0,0,0,0
50337310,0,0,0,0
50337311,0,0,0,0
50331410,0,0,0,0
50331411,0,0,0,0
50332400,0,0,0,0
50332401,0,0,0,0
50332410,0,0,0,0
50332411,0,0,0,0
50333400,0,0,0,0
50333401,0,0,0,0
50333410,0,0,0,0
50333411,0,0,0,0
50334400,0,0,0,0
50334401,0,0,0,0
50334410,0,0,0,0
50334411,0,0,0,0
50335400,0,0,0,0
50335401,0,0,0,0
50335410,0,0,0,0
50335411,0,0,0,0
50336400,0,0,0,0
50336401,0,0,0,0
50336410,0,0,0,0
50336411,0,0,0,0
50337400,0,0,0,0
50337401,0,0,0,0
50337410,0,0,0,0
50337411,0,0,0,0
50332500,0,0,0,0
50332501,0,0,0,0
50332510,0,0,0,0
50332511,0,0,0,0
50333500,0,0,0,0
50333501,0,0,0,0
50333510,0,0,0,0
50333511,0,0,0,0
50334500,0,0,0,0
50334501,0,0,0,0
50334510,0,0,0,0
50334511,0,0,0,0
50335500,0,0,0,0
50335501,0,0,0,0
50335510,0,0,0,0
50335511,0,0,0,0
50336500,0,0,0,0
50336501,0,0,0,0
50336510,0,0,0,0
50336511,0,0,0,0
50337500,0,0,0,0
50337501,0,0,0,0
50337510,0,0,0,0
50337511,0,0,0,0
50332600,0,0,0,0
50332601,0,0,0,0
50332610,0,0,0,0
50332611,0,0,0,0
50333600,0,0,0,0
50333601,0,0,0,0
50333610,0,0,0,0
50333611,0,0,0,0
50334600,0,0,0,0
50334601,0,0,0,0
50334610,0,0,0,0
50334611,0,0,0,0
50335600,0,0,0,0
50335601,1,1,0,0
50335610,0,0,0,0
50335611,0,0,1,1
50336600,0,0,0,0
50336601,0,0,0,0
50336610,0,0,0,0
50336611,0,1,0,0
50337600,0,0,0,0
50337601,0,0,0,0
50337610,0,1,0,0
50337611,0,0,0,0
50331701,0,0,0,0
50331710,0,0,0,0
50331711,0,0,0,0
50332700,0,0,0,0
50332701,0,0,0,0
50332710,0,0,0,0
50332711,0,0,0,0
50333700,0,0,0,0
50333701,0,0,1,1
50333710,0,0,0,0
50333711,0,0,1,0
50334700,0,0,0,0
50334701,0,0,1,0
50334710,0,0,0,0
50334711,0,0,1,0
50335700,0,0,1,0
50335701,0,0,1,0
50335710,1,1,1,0
50335711,0,1,1,0
50336700,0,1,0,0
50336701,0,1,1,0
50336710,0,0,0,0
50336711,0,0,0,0
50337700,0,0,0,0
50337701,0,0,0,0
50337710,0,0,0,0
50337711,0,0,0,0
50340000,0,0,0,0
50340001,0,0,0,0
50340010,0,0,0,0
50340011,0,0,0,0
50341000,0,0,0,0
50341001,0,0,0,0
50341010,0,0,0,0
50341011,0,0,0,0
50342000,0,0,0,0
50342001,0,0,0,0
50342010,0,0,0,0
50342011,0,0,0,0
50343000,0,0,0,0
50343001,0,0,0,0
50343010,0,0,0,0
50343011,0,0,0,0
50344000,0,0,1,0
50344001,0,1,0,0
50344010,0,0,1,0
50344011,0,1,1,0
50345000,0,1,1,0
50345001,0,0,1,0
50345010,1,1,1,0
50345011,0,1,1,0
50346000,1,1,1,0
50346001,0,0,1,0
50346010,1,1,0,0
50346011,1,1,0,0
50347000,0,1,0,0
50347001,0,0,0,0
50347010,0,0,0,0
50347011,0,0,0,0
50340100,0,0,0,0
50340101,0,0,0,0
50340110,0,0,0,0
50340111,0,0,0,0
50341100,0,0,0,0
50341101,0,0,0,0
50341110,0,0,0,0
50341111,0,0,0,0
50342100,0,0,0,0
50342101,0,1,0,0
50342110,0,0,0,0
50342111,0,1,0,0
50343100,0,0,0,0
50343101,0,0,0,0
50343110,0,0,0,0
50343111,0,0,0,0
50344100,0,0,0,0
50344101,0,0,0,0
50344110,0,0,0,0
50344111,0,0,0,0
50345100,0,0,1,0
50345101,0,0,0,0
50345110,1,1,1,0
50345111,0,1,1,0
50346100,1,1,1,0
50346101,0,1,1,0
50346110,0,1,1,0
50346111,0,0,1,0
50347100,0,0,0,0
50347101,0,1,0,0
50347110,0,0,0,0
50347111,0,0,0,0
50341210,0,0,0,0
50342200,0,0,0,0
50342201,0,0,0,0
50342210,0,0,0,0
50342211,0,0,0,0
50343200,0,0,0,0
50343201,0,0,0,0
50343210,0,0,0,0
50343211,0,1,0,0
50344200,0,0,0,0
50344201,0,0,0,0
50344210,0,0,0,0
50344211,0,0,0,0
50345200,0,0,0,0
50345201,0,0,0,0
50345210,0,0,0,0
50345211,0,0,0,0
50346200,0,1,1,0
50346201,0,1,0,0
50346210,0,0,1,1
50346211,0,1,0,0
50347200,0,1,0,0
50347201,0,1,0,0
50347210,0,1,0,0
50347211,0,0,0,0
50343300,0,0,0,0
50343310,0,0,0,0
50343311,0,0,0,0
50344300,0,0,0,0
50344301,0,0,0,0
50344310,0,0,0,0
50344311,0,0,0,0
50345300,0,0,0,0
50345301,0,0,0,0
50345310,0,0,0,0
50345311,0,0,0,0
50346300,0,0,0,0
50346301,0,0,0,0
50346310,0,0,0,0
50346311,0,0,0,0
50347300,0,0,0,0
50347301,0,0,0,0
50347310,0,0,0,0
50347311,0,0,0,0
50343410,0,0,0,0
50344400,0,0,0,0
50344410,0,0,0,0
50344411,0,0,0,0
50345400,0,0,0,0
50345401,0,0,0,0
50345410,0,0,0,0
50345411,0,0,0,0
50346400,0,0,0,0
50346401,0,0,0,0
50346410,0,0,0,0
50346411,0,0,0,0
50347400,0,0,0,0
50347401,0,0,0,0
50347410,0,0,0,0
50347411,0,0,0,0
50345500,0,0,0,0
50345510,0,0,0,0
50345511,0,0,0,0
50346500,0,0,0,0
50346501,0,0,0,0
50346510,0,0,0,0
50346511,0,0,0,0
50347500,0,0,0,0
50347501,0,0,0,0
50347510,0,0,0,0
50345610,0,0,0,0
50346600,0,0,0,0
50346601,0,0,0,0
50356010,0,0,0,0
50356011,0,0,1,1
50357001,0,0,0,0
50357010,0,0,0,0
50357011,0,0,0,0
50355101,0,0,0,0
50355110,0,0,0,0
50355111,0,0,0,0
50356100,0,0,0,0
50356101,0,0,0,0
50356110,0,0,1,1
50356111,0,0,0,0
50357100,0,0,0,0
50357101,0,0,1,0
50357110,0,0,0,0
50357111,0,0,1,0
50353211,0,0,0,0
50354201,0,0,0,0
50354211,0,0,0,0
50355200,0,0,0,0
50355201,0,0,0,0
50355210,0,0,0,0
50355211,0,0,0,0
50356200,0,0,0,0
50356201,0,0,0,0
50356210,0,0,0,0
50356211,0,0,1,0
50357200,0,0,1,0
50357201,0,0,1,0
50357210,0,1,1,0
50357211,1,1,1,0
50352301,0,0,0,0
50352310,0,0,0,0
50352311,0,0,0,0
50353300,0,0,0,0
50353301,0,0,0,0
50353310,0,0,1,1
50353311,0,0,1,1
50354300,0,0,0,0
50354301,0,0,0,0
50354310,0,0,1,1
50354311,0,0,1,1
50355300,0,0,1,1
50355301,0,0,0,0
50355310,0,0,1,0
50355311,0,1,1,0
50356300,0,0,1,0
50356301,0,0,1,0
50356310,0,0,1,0
50356311,0,0,1,0
50357300,0,0,1,0
50357301,0,0,1,0
50357310,0,1,1,0
50357311,0,1,1,0
50351411,0,0,0,0
50352400,0,0,0,0
50352401,0,0,0,0
50352410,0,0,0,0
50352411,0,0,0,0
50353400,0,0,0,0
50353401,0,0,0,0
50353410,0,0,0,0
50353411,0,0,0,0
50354400,0,0,1,0
50354401,0,0,1,1
50354410,0,0,1,1
50354411,0,0,1,0
50355400,0,0,1,0
50355401,0,0,1,1
50355410,0,1,1,0
50355411,0,0,1,0
50356400,0,0,1,0
50356401,0,0,1,0
50356410,0,1,1,0
50356411,1,1,1,0
50357400,0,0,1,0
50357401,0,0,1,0
50357410,0,1,1,0
50357411,0,0,0,0
50351501,0,0,0,0
50351510,0,0,0,0
50351511,0,0,0,0
50352500,0,0,0,0
50352501,0,0,0,0
50352510,0,0,0,0
50352511,0,0,0,0
50353500,0,1,1,0
50353501,0,0,0,0
50353510,0,0,0,0
50353511,0,0,1,0
50354500,0,0,1,0
50354501,0,0,1,1
50354510,0,0,1,0
50354511,0,0,0,0
50355500,0,1,1,0
50355501,0,0,0,0
50355510,0,0,1,1
50355511,0,0,0,0
50356500,0,0,1,1
50356501,0,0,1,0
50356510,1,1,1,0
50356511,0,0,1,0
50357500,0,0,1,1
50357501,0,0,1,0
50357510,0,0,1,0
50357511,0,0,1,0
50351600,0,0,0,0
50351601,0,0,0,0
50351610,0,0,1,1
50351611,0,0,0,0
50352600,0,0,0,0
50352601,0,0,1,1
50352610,0,1,1,0
50352611,0,0,1,1
50353600,0,0,0,0
50353601,0,0,0,0
50353610,0,0,1,1
50353611,0,0,0,0
50354600,0,0,1,0
50354601,0,0,0,0
50354610,0,0,1,1
50354611,0,0,0,0
50355600,0,0,0,0
50355601,0,0,1,1
50355610,0,0,0,0
50355611,1,1,1,0
50356600,0,0,1,1
50356601,1,1,1,0
50356610,0,0,1,0
50356611,1,1,1,0
50357600,0,0,1,0
50357601,1,1,1,0
50357610,0,0,1,0
50357611,0,0,1,0
50352700,0,0,0,0
50352710,0,0,1,0
50352711,0,0,0,0
50353700,0,0,0,0
50353701,0,0,0,0
50353710,0,0,1,1
50353711,0,0,0,0
50354700,0,0,0,0
50354701,0,0,0,0
50354710,0,0,0,0
50354711,0,0,0,0
50355700,1,1,1,0
50355701,0,0,0,0
50355710,0,0,0,0
50355711,0,0,0,0
50356700,0,0,0,0
50356701,0,0,0,0
50356710,1,1,1,0
50356711,0,0,1,0
50357700,1,1,1,0
50357701,0,0,1,1
50357710,1,1,1,0
50357711,0,1,1,0
50364010,0,0,0,0
50365000,0,0,0,0
50365010,0,0,0,0
50366000,0,0,0,0
50366001,0,0,0,0
50366010,0,0,0,0
50366011,0,0,0,0
50367000,0,0,0,0
50367001,0,0,0,0
50367010,0,0,1,1
50367011,1,1,1,0
50366110,0,0,0,0
50366111,0,0,0,0
50367100,0,0,1,0
50367101,0,0,1,1
50367110,0,0,1,1
50367111,0,0,1,0
50367210,0,0,1,0
50387601,0,0,0,0
50387611,0,0,0,0
50393210,0,0,0,0
50396401,0,0,0,0
50396411,0,0,0,0
50396500,0,0,0,0
50396510,0,0,0,0
51291100,0,0,0,0
51291101,0,0,0,0
51291110,0,0,0,0
51291111,0,0,0,0
51292100,0,0,0,0
51292101,0,0,0,0
51292110,0,0,0,0
51292111,0,0,0,0
51293100,0,0,0,0
51293101,0,0,0,0
51293111,0,0,0,0
51294101,0,0,0,0
51291200,0,0,0,0
51291210,0,0,0,0
51292200,0,0,0,0
51292210,0,0,0,0
51292211,0,0,0,0
51293200,0,0,0,0
51293201,0,0,0,0
51293210,0,0,0,0
51293211,0,0,0,0
51294200,0,0,0,0
51294201,0,0,0,0
51294210,0,0,0,0
51294211,0,0,0,0
51295200,0,0,0,0
51295201,0,0,0,0
51295210,0,0,0,0
51295211,0,0,0,0
51296200,0,0,0,0
51296201,0,0,0,0
51296210,0,0,0,0
51296211,0,0,0,0
51297200,0,0,0,0
51297201,0,0,0,0
51297211,0,0,0,0
51293300,0,0,0,0
51293310,0,0,0,0
51294300,0,0,0,0
51294310,0,0,0,0
51295300,0,0,0,0
51295310,0,0,0,0
51296300,0,0,0,0
51296301,0,0,0,0
51296310,0,0,0,0
51296311,0,0,0,0
51297300,0,0,0,0
51297301,0,0,0,0
51297310,0,0,0,0
51297311,0,0,0,0
51302011,0,0,0,0
51300501,0,0,0,0
51300600,0,0,0,0
51300601,0,0,0,0
51301600,0,0,0,0
51301601,0,0,0,0
51301611,0,0,0,0
51303601,0,0,0,0
51303611,0,0,1,1
51304601,0,0,0,0
51300700,0,0,0,0
51300701,0,0,1,0
51300710,0,0,1,1
51300711,0,0,0,0
51301700,0,0,1,0
51301701,0,0,0,0
51301710,0,0,0,0
51301711,0,0,1,1
51302700,0,0,0,0
51302701,0,0,1,1
51302710,0,0,0,0
51302711,0,0,0,0
51303700,0,0,1,1
51303701,0,0,1,1
51303710,0,0,1,1
51303711,0,0,0,0
51304700,0,0,0,0
51304701,0,0,1,0
51304710,0,0,0,0
51304711,0,0,0,0
51305701,0,0,0,0
51310000,0,0,0,0
51310001,0,0,0,0
51310010,0,0,0,0
51310011,0,0,1,1
51311000,0,0,1,1
51311001,0,0,0,0
51311010,0,0,1,0
51311011,0,0,1,0
51312000,0,0,1,1
51312001,0,0,0,0
51312010,0,0,1,0
51312011,0,0,1,0
51313000,0,1,1,0
51313001,0,0,1,1
51313010,0,0,0,0
51313011,0,0,1,1
51314000,0,0,1,1
51314001,0,0,0,0
51314010,0,0,1,1
51314011,0,0,0,0
51315000,0,0,0,0
51315001,0,0,0,0
51310100,0,0,0,0
51310101,0,0,0,0
51310110,0,0,0,0
51310111,0,0,0,0
51311100,0,0,1,0
51311101,0,0,0,0
51311110,0,0,1,1
51311111,0,0,1,0
51312100,0,0,0,0
51312101,0,0,1,0
51312110,0,0,0,0
51312111,0,0,1,1
51313100,0,0,1,0
51313101,0,0,1,1
51313110,0,0,1,0
51313111,0,0,1,0
51314100,0,0,1,0
51314101,0,0,0,0
51314110,0,0,0,0
51314111,0,0,1,1
51315100,0,0,0,0
51315101,0,0,0,0
51310200,0,0,0,0
51310201,0,0,0,0
51310210,0,0,1,1
51310211,0,0,0,0
51311200,0,0,0,0
51311201,0,0,0,0
51311210,0,0,0,0
51311211,0,0,1,1
51312200,0,0,1,0
51312201,0,0,1,1
51312210,0,0,1,0
51312211,0,0,1,0
51313200,0,0,1,0
51313201,0,1,1,0
51313210,0,0,1,0
51313211,0,0,1,0
51314200,0,0,0,0
51314201,0,0,1,0
51314210,0,0,1,1
51314211,0,0,1,0
51315200,0,0,0,0
51315201,0,0,0,0
51315210,0,0,0,0
51315211,0,0,0,0
51316200,0,0,0,0
51316201,0,0,0,0
51310300,0,0,0,0
51310301,0,0,0,0
51310310,0,0,0,0
51310311,0,0,1,1
51311300,0,0,1,1
51311301,0,0,1,0
51311310,0,0,1,0
51311311,0,0,1,1
51312300,0,1,1,0
51312301,0,1,1,0
51312310,0,0,1,1
51312311,0,0,1,0
51313300,0,0,1,1
51313301,0,0,1,0
51313310,0,0,1,0
51313311,0,0,1,0
51314300,0,0,1,0
51314301,0,1,1,0
51314310,0,1,1,0
51314311,0,0,1,0
51315300,0,0,1,0
51315301,0,1,1,0
51315310,0,0,0,0
51315311,0,1,1,0
51316300,0,0,0,0
51316301,0,0,1,0
51316311,0,0,0,0
51310400,0,0,0,0
51310401,0,0,1,1
51310410,0,0,0,0
51310411,0,0,1,1
51311400,0,0,0,0
51311401,0,0,1,1
51311410,0,0,1,1
51311411,0,0,1,1
51312400,0,0,1,1
51312401,0,0,1,0
51312410,0,0,1,0
51312411,0,0,1,0
51313400,1,1,1,0
51313401,0,0,1,1
51313410,0,0,1,0
51313411,1,1,1,0
51314400,1,1,1,0
51314401,0,1,1,0
51314410,0,1,1,0
51314411,0,1,1,0
51315400,0,1,1,0
51315401,0,0,1,0
51315410,0,1,1,0
51315411,0,1,1,0
51316400,1,1,1,0
51316401,1,1,1,0
51316410,0,0,1,0
51316411,0,1,1,0
51317400,0,0,1,0
51317401,0,0,1,0
51317411,0,1,1,0
51310500,0,0,0,0
51310501,0,0,0,0
51310510,0,0,1,0
51310511,0,0,0,0
51311500,0,0,1,0
51311501,0,0,1,0
51311510,0,0,1,0
51311511,0,1,1,0
51312500,0,1,1,0
51312501,0,1,1,0
51312510,1,1,1,0
51312511,0,1,1,0
51313500,1,1,1,0
51313501,1,1,1,0
51313510,1,1,1,0
51313511,1,1,1,0
51314500,1,1,1,0
51314501,1,1,1,0
51314510,0,0,1,0
51314511,0,1,1,0
51315500,0,1,1,0
51315501,1,1,1,0
51315510,0,0,1,0
51315511,0,0,1,0
51316500,0,0,1,0
51316501,0,0,1,0
51316510,0,1,1,0
51316511,1,1,1,0
51317500,0,0,1,0
51317501,0,0,1,0
51317510,0,0,1,0
51317511,0,0,0,0
51310600,0,0,0,0
51310601,0,0,0,0
51310610,0,0,1,0
51310611,0,0,1,0
51311600,0,0,1,0
51311601,0,1,1,0
51311610,0,1,1,0
51311611,0,1,1,0
51312600,0,1,1,0
51312601,0,1,1,0
51312610,1,1,1,0
51312611,0,1,1,0
51313600,1,1,1,0
51313601,1,1,1,0
51313610,1,1,1,0
51313611,0,0,1,0
51314600,1,1,1,0
51314601,1,1,1,0
51314610,1,1,1,0
51314611,0,0,1,0
51315600,1,1,1,0
51315601,1,1,1,0
51315610,0,1,1,0
51315611,1,1,1,0
51316600,0,1,1,0
51316601,1,1,1,0
51316610,0,1,1,0
51316611,1,1,1,0
51317600,0,0,1,0
51317601,0,0,1,0
51317610,0,0,1,0
51317611,0,0,1,0
51310700,0,0,1,1
51310701,0,0,1,1
51310710,0,0,1,0
51310711,0,0,1,0
51311700,0,1,1,0
51311701,0,1,1,0
51311710,0,1,1,0
51311711,0,0,1,0
51312700,0,0,1,0
51312701,0,1,1,1
51312710,0,0,1,0
51312711,0,0,1,0
51313700,1,1,1,0
51313701,0,1,1,0
51313710,0,0,1,0
51313711,0,1,1,0
51314700,0,0,1,0
51314701,1,1,1,0
51314710,1,1,1,0
51314711,1,1,1,0
51315700,1,1,1,0
51315701,1,1,1,0
51315710,1,1,1,0
51315711,1,1,1,0
51316700,1,1,1,0
51316701,1,1,1,0
51316710,1,1,1,0
51316711,1,1,1,1
51317700,1,1,1,0
51317701,1,1,1,0
51317710,1,1,1,0
51317711,1,1,1,0
51320000,0,1,0,0
51320001,0,0,1,1
51320010,0,0,1,1
51320011,0,0,1,0
51321000,0,0,1,0
51321001,0,0,1,0
51321010,0,0,0,0
51321011,0,0,1,0
51322000,0,1,1,1
51322001,0,1,1,0
51322010,1,1,1,0
51322011,0,1,1,0
51323000,1,1,1,0
51323001,0,1,1,0
51323010,0,1,1,0
51323011,1,1,1,0
51324000,1,1,1,0
51324001,1,1,1,0
51324010,1,1,1,0
51324011,0,0,1,1
51325000,0,0,1,0
51325001,1,1,1,0
51325010,1,1,1,0
51325011,1,1,1,0
51326000,1,1,1,0
51326001,0,0,1,0
51326010,1,1,1,0
51326011,1,1,1,0
51327000,1,1,1,0
51327001,1,1,1,0
51327010,1,1,1,0
51327011,1,1,1,0
51320100,0,0,0,0
51320101,0,0,0,0
51320110,0,0,1,0
51320111,0,0,1,1
51321100,0,0,1,1
51321101,0,0,0,0
51321110,0,0,1,0
51321111,0,0,0,0
51322100,0,0,1,0
51322101,0,0,1,0
51322110,0,1,1,0
51322111,0,0,1,0
51323100,0,1,1,0
51323101,0,0,1,0
51323110,0,0,1,1
51323111,0,0,1,0
51324100,0,1,1,0
51324101,0,0,1,0
51324110,0,0,1,0
51324111,1,1,1,0
51325100,0,0,1,1
51325101,1,1,1,0
51325110,1,1,1,0
51325111,0,0,1,0
51326100,1,1,1,0
51326101,1,1,1,0
51326110,1,1,1,0
51326111,1,1,1,0
51327100,0,0,1,0
51327101,0,0,1,0
51327110,1,1,1,0
51327111,1,1,1,0
51320200,0,0,0,0
51320201,0,0,0,0
51321200,0,0,0,0
51321201,0,0,0,0
51321210,0,0,0,0
51322200,0,0,0,0
51322201,0,0,0,0
51322210,0,0,0,0
51322211,0,0,0,0
51323200,0,0,0,0
51323201,0,0,0,0
51323210,0,0,1,0
51323211,0,0,0,0
51324200,0,0,1,0
51324201,0,0,0,0
51324210,0,0,1,0
51324211,0,0,1,1
51325200,1,1,1,0
51325201,0,0,1,0
51325210,1,1,1,0
51325211,0,0,1,0
51326200,1,1,1,0
51326201,0,0,1,0
51326210,1,1,1,0
51326211,1,1,1,0
51327200,1,1,1,0
51327201,1,1,1,0
51327210,1,1,1,0
51327211,0,0,1,1
51320300,0,0,0,0
51320301,0,0,0,0
51320310,0,0,0,0
51320311,0,0,0,0
51321301,0,0,0,0
51321310,0,0,0,0
51321311,0,0,0,0
51322300,0,0,0,0
51322301,0,0,0,0
51322310,0,0,0,0
51322311,0,0,0,0
51323300,0,0,0,0
51323301,0,0,0,0
51323310,0,0,0,0
51323311,0,0,0,0
51324300,0,0,0,0
51324301,0,0,0,0
51324310,0,0,1,0
51324311,0,0,0,0
51325300,0,0,1,0
51325301,0,0,1,1
51325310,0,0,1,0
51325311,0,0,1,0
51326300,0,0,1,0
51326301,0,0,1,0
51326310,0,1,1,0
51326311,0,1,1,0
51327300,0,1,1,0
51327301,0,1,1,0
51327310,1,1,1,0
51327311,0,0,1,0
51320400,0,0,0,0
51320401,0,0,0,0
51320410,0,0,0,0
51320411,0,0,0,0
51321400,0,0,0,0
51321401,0,0,0,0
51321410,0,0,0,0
51321411,0,0,0,0
51322400,0,0,0,0
51322401,0,0,0,0
51322410,0,0,0,0
51322411,0,0,0,0
51323400,0,0,0,0
51323401,0,0,0,0
51323410,0,0,0,0
51323411,0,0,0,0
51324400,0,0,0,0
51324401,0,0,0,0
51324410,0,0,0,0
51324411,0,0,0,0
51325400,0,0,0,0
51325401,0,0,0,0
51325410,0,0,1,0
51325411,0,0,1,1
51326400,0,0,1,0
51326401,0,0,1,0
51326410,0,1,1,0
51326411,0,1,1,0
51327400,0,1,1,0
51327401,0,1,1,0
51327410,0,0,1,0
51327411,0,0,1,0
51320500,0,0,0,0
51320511,0,0,0,0
51321510,0,0,0,0
51321511,0,0,0,0
51322500,0,0,0,0
51322501,0,0,0,0
51322510,0,0,0,0
51322511,0,0,0,0
51323500,0,0,0,0
51323501,0,0,0,0
51323510,0,0,0,0
51323511,0,0,0,0
51324500,0,0,0,0
51324501,0,0,1,1
51324510,0,0,1,0
51324511,0,0,1,1
51325500,0,0,1,1
51325501,0,0,0,0
51325510,0,0,0,0
51325511,0,0,1,1
51326500,0,0,1,0
51326501,0,0,1,1
51326510,0,0,1,1
51326511,0,0,0,0
51327500,0,0,1,1
51327501,0,0,1,1
51327510,0,0,1,0
51327511,0,0,1,0
51320600,0,0,0,0
51320601,0,0,0,0
51320611,0,0,0,0
51321600,0,0,0,0
51321610,0,0,0,0
51321611,0,0,0,0
51322600,0,0,0,0
51322601,0,0,0,0
51322610,0,0,0,0
51322611,0,0,0,0
51323600,0,0,0,0
51323601,0,0,0,0
51323610,0,0,0,0
51323611,0,0,0,0
51324600,0,0,0,0
51324601,0,0,0,0
51324610,0,0,0,0
51324611,0,0,0,0
51325600,0,0,0,0
51325601,0,0,0,0
51325610,0,0,0,0
51325611,0,0,0,0
51326600,0,0,1,1
51326601,0,0,1,1
51326610,0,0,1,1
51326611,0,0,1,1
51327600,0,0,1,0
51327601,0,0,1,1
51327610,0,0,1,1
51327611,0,0,1,0
51320700,0,0,0,0
51320701,0,0,0,0
51320710,0,0,0,0
51320711,0,0,0,0
51321700,0,0,0,0
51321701,0,0,0,0
51321710,0,0,0,0
51321711,0,0,0,0
51322700,0,0,0,0
51322701,0,0,0,0
51322710,0,0,0,0
51322711,0,0,0,0
51323700,0,0,0,0
51323701,0,0,0,0
51323710,0,0,0,0
51323711,0,0,0,0
51324700,0,0,0,0
51324701,0,0,0,0
51324710,0,0,0,0
51324711,0,0,1,1
51325700,0,0,1,1
51325701,0,0,0,0
51325710,0,0,0,0
51325711,0,0,0,0
51326700,0,0,1,0
51326701,0,0,1,1
51326710,0,0,1,0
51326711,0,0,0,0
51327700,0,0,1,0
51327701,0,0,1,0
51327710,0,0,1,0
51327711,0,0,1,0
51330000,0,0,0,0
51330001,0,0,0,0
51330010,0,0,0,0
51330011,0,0,0,0
51331000,0,0,0,0
51331010,0,0,0,0
51331011,0,0,0,0
51332000,0,0,0,0
51332001,0,0,0,0
51332010,0,0,0,0
51332011,0,0,0,0
51333000,0,0,0,0
51333001,0,0,0,0
51333010,0,0,0,0
51333011,0,0,0,0
51334000,0,0,0,0
51334001,0,0,0,0
51334010,0,0,0,0
51334011,0,0,0,0
51335000,0,0,0,0
51335001,0,0,1,1
51335010,0,0,1,1
51335011,0,0,0,0
51336000,0,0,1,1
51336001,0,0,0,0
51336010,0,0,0,0
51336011,0,0,1,0
51337000,0,0,1,0
51337001,0,0,1,1
51337010,0,0,1,0
51337011,0,0,0,0
51331100,0,0,0,0
51331101,0,0,0,0
51332100,0,0,0,0
51332110,0,0,0,0
51332111,0,0,0,0
51333100,0,0,0,0
51333101,0,0,0,0
51333110,0,0,0,0
51333111,0,0,0,0
51334100,0,0,0,0
51334101,0,0,0,0
51334110,0,0,0,0
51334111,0,0,0,0
51335100,0,0,0,0
51335101,0,0,0,0
